Source,Sentence
Austen,It is possible that the romantic paste in her composition was defective: we must always remember that hardly anybody born in her decade--that of the eighteenth-century seventies--independently exhibited the full romantic quality.
Austen,"Even Scott required hill and mountain and ballad, even Coleridge metaphysics and German to enable them to chip the classical shell."
Austen,"Miss Austen was an English girl, brought up in a country retirement, at the time when ladies went back into the house if there was a white frost which might pierce their kid shoes, when a sudden cold was the subject of the gravest fears, when their studies, their ways, their conduct were subject to all those fantastic limits and restrictions against which Mary Wollstonecraft protested with better general sense than particular taste or judgment."
Austen,"Miss Austen, too, drew back when the white frost touched her shoes; but I think she would have made a pretty good journey even in a black one."
Austen,"No sooner was his father’s funeral over, than Mrs. John Dashwood, without sending any notice of her intention to her mother-in-law, arrived with her child and their attendants."
Austen,"No one could dispute her right to come; the house was her husband’s from the moment of his father’s decease; but the indelicacy of her conduct was so much the greater, and to a woman in Mrs."
Austen,"Dashwood’s situation, with only common feelings, must have been highly unpleasing;—but in _her_ mind there was a sense of honor so keen, a generosity so romantic, that any offence of the kind, by whomsoever given or received, was to her a source of immovable disgust."
Austen,"Mrs. John Dashwood had never been a favourite with any of her husband’s family; but she had had no opportunity, till the present, of showing them with how little attention to the comfort of other people she could act when occasion required it."
Austen,"So acutely did Mrs. Dashwood feel this ungracious behaviour, and so earnestly did she despise her daughter-in-law for it, that, on the arrival of the latter, she would have quitted the house for ever, had not the entreaty of her eldest girl induced her first to reflect on the propriety of going, and her own tender love for all her three children determined her afterwards to stay, and for their sakes avoid a breach with their brother."
Austen,"Elinor, this eldest daughter, whose advice was so effectual, possessed a strength of understanding, and coolness of judgment, which qualified her, though only nineteen, to be the counsellor of her mother, and enabled her frequently to counteract, to the advantage of them all, that eagerness of mind in Mrs."
Austen,Dashwood which must generally have led to imprudence.
Austen,"She had an excellent heart;—her disposition was affectionate, and her feelings were strong; but she knew how to govern them: it was a knowledge which her mother had yet to learn; and which one of her sisters had resolved never to be taught."
Austen,The event had every promise of happiness for her friend.
Austen,"Mr. Weston was a man of unexceptionable character, easy fortune, suitable age, and pleasant manners; and there was some satisfaction in considering with what self-denying, generous friendship she had always wished and promoted the match; but it was a black morning’s work for her."
Austen,The want of Miss Taylor would be felt every hour of every day.
Austen,"She recalled her past kindness—the kindness, the affection of sixteen years—how she had taught and how she had played with her from five years old—how she had devoted all her powers to attach and amuse her in health—and how nursed her through the various illnesses of childhood."
Austen,"A large debt of gratitude was owing here; but the intercourse of the last seven years, the equal footing and perfect unreserve which had soon followed Isabella’s marriage, on their being left to each other, was yet a dearer, tenderer recollection."
Austen,"She had been a friend and companion such as few possessed: intelligent, well-informed, useful, gentle, knowing all the ways of the family, interested in all its concerns, and peculiarly interested in herself, in every pleasure, every scheme of hers—one to whom she could speak every thought as it arose, and who had such an affection for her as could never find fault."
Austen,How was she to bear the change?
Austen,It was true that her friend was going only half a mile from them; but Emma was aware that great must be the difference between a Mrs.
Austen,"Weston, only half a mile from them, and a Miss Taylor in the house; and with all her advantages, natural and domestic, she was now in great danger of suffering from intellectual solitude."
Austen,"She dearly loved her father, but he was no companion for her."
Austen,"He could not meet her in conversation, rational or playful."
Faulkner,"When the shadow of the sash appeared on the curtains it was between seven and eight o'clock and then I was in time again, hearing the watch."
Faulkner,It was Grandfather's and when Father gave it to me he said I give you the mausoleum of all hope and desire; it's rather excruciatingly apt that you will use it to gain the reductio ad absurdum of all human experience which can fit your individual needs no better than it fitted his or his father's.
Faulkner,"I give it to you not that you may remember time, but that you might forget it now and then for a moment and not spend all your breath trying to conquer it."
Faulkner,Because no battle is ever won he said.
Faulkner,They are not even fought.
Faulkner,"The field only reveals to man his own folly and despair, and victory is an illusion of philosophers and fools."
Faulkner,It was propped against the collar box and I lay listening to it.
Faulkner,"Hearing it, that is."
Faulkner,I don't suppose anybody ever deliberately listens to a watch or a clock.
Faulkner,You don't have to.
Faulkner,"You can be oblivious to the sound for a long while, then in a second of ticking it can create in the mind unbroken the long diminishing parade of time you didn't hear."
Faulkner,"Like Father said down the long and lonely light-rays you might see Jesus walking, like."
Faulkner,"And the good Saint Francis that said Little Sister Death, that never had a sister."
Faulkner,Through the wall I heard Shreve's bed-springs and then his slippers on the floor hishing.
Faulkner,I got up and went to the dresser and slid my hand along it and touched the watch and turned it face-down and went back to bed.
Faulkner,"But the shadow of the sash was still there and I had learned to tell almost to the minute, so I'd have to turn my back to it, feeling the eyes animals used to have in the back of their heads when it was on top, itching."
Faulkner,It's always the idle habits you acquire which you will regret.
Faulkner,Father said that.
Faulkner,That Christ was not crucified: he was worn away by a minute clicking of little wheels.
Faulkner,That had no sister.
Faulkner,"And so as soon as I knew I couldn't see it, I began to wonder what time it was."
Faulkner,Father said that constant speculation regarding the position of mechanical hands on an arbitrary dial which is a symptom of mind-function.
Faulkner,Excrement Father said like sweating.
Faulkner,And I saying All right.
Faulkner,Wonder.
Faulkner,Go on and wonder.
Faulkner,There were perhaps five families there when Lena arrived.
Faulkner,"There was a track and a station, and once a day a mixed train fled shrieking through it."
Faulkner,"The train could be stopped with a red flag, but by ordinary it appeared out of the devastated hills with apparitionlike suddenness and wailing like a banshee, athwart and past that little less-than-village like a forgotten bead from a broken string."
Faulkner,The brother was twenty years her senior.
Faulkner,She hardly remembered him at all when she came to live with him.
Faulkner,He lived in a four room and unpainted house with his labor- and child-ridden wife.
Faulkner,For almost half of every year the sister-in-law was either lying in or recovering.
Faulkner,During this time Lena did all the housework and took care of the other children.
Faulkner,"Later she, told herself, ‘I reckon that’s why I got one so quick myself.’  She slept in a lean-to room at the back of the house."
Faulkner,"It had a window which she learned to open and close again in the dark without making a sound, even though there also slept in the lean-to room at first her oldest nephew and then the two oldest and then the three."
Faulkner,She had lived there eight years before she opened the window for the first time.
Faulkner,She had not opened it a dozen times hardly before she discovered that she should not have opened it at all.
Faulkner,"She said to herself, ‘That’s just my luck.’  The sister-in-law told the brother."
Faulkner,"Then he remarked her changing shape, which he should have noticed some time before."
Faulkner,He was a hard man.
Faulkner,Softness and gentleness and youth (he was just forty) and almost everything else except a kind of stubborn and despairing fortitude and the bleak heritage of his bloodpride had been sweated out of him.
Faulkner,He called her whore.
Faulkner,"He accused the right man (young bachelors, or sawdust Casanovas anyway, were even fewer in number than families) but she would not admit it, though the man had departed six months ago."
Faulkner,"She just repeated stubbornly, “He’s going to send for me."
Faulkner,"He said he would send for me”; unshakable, sheeplike, having drawn upon that reserve of patient and steadfast fidelity upon which the Lucas Burches depend and trust, even though they do not intend to be present when the need for it arises."
Faulkner,Two weeks later she climbed again through the window.
Faulkner, And at night it is better still.
Faulkner,"I used to lie on the pallet in the hall, waiting until I could hear them all asleep, so I could get up and go back to the bucket."
Faulkner,"It would be black, the shelf black, the still surface of the water a round orifice in nothingness, where before I stirred it awake with the dipper I could see maybe a star or two in the bucket, and maybe in the dipper a star or two before I drank."
Faulkner,"After that I was bigger, older."
Faulkner,"Then I would wait until they all went to sleep so I could lie with my shirt-tail up, hearing them asleep, feeling myself without touching myself, feeling the cool silence blowing upon my parts and wondering if Cash was yonder in the darkness doing it too, had been doing it perhaps for the last two years before I could have wanted to or could have."
Faulkner,"Pa's feet are badly splayed, his toes cramped and bent and warped, with no toenail at all on his little toes, from working so hard in the wet in homemade shoes when he was a boy."
Faulkner,Beside his chair his brogans sit.
Faulkner,They look as though they had been hacked with a blunt axe out of pig-iron.
Faulkner,Vernon has been to town.
Faulkner,I have never seen him go to town in overalls.
Faulkner,"His wife, they say."
Faulkner,"She taught school too, once."
Faulkner,I fling the dipper dregs to the ground and wipe my mouth on my sleeve.
Faulkner,It is going to rain before morning.
Faulkner,Maybe before dark.
Faulkner,"""Down to the barn,"" I say."
Faulkner,"""Harnessing the team.""  Down there fooling with that horse."
Faulkner,"He will go on through the barn, into the pasture."
Faulkner,"The horse will not be in sight: he is up there among the pine seedlings, in the cool."
Faulkner,"Jewel whistles, once and shrill."
Faulkner,"The horse snorts, then Jewel sees him, glinting for a gaudy instant among the blue shadows."
Faulkner,"Jewel whistles again; the horse comes dropping down the slope, stiff-legged, his ears cocking and flicking, his mis-matched eyes rolling, and fetches up twenty feet away, broadside on, watching Jewel over his shoulder in an attitude kittenish and alert."
Faulkner,"It's because she wants it told, he thought, so that people whom she will never see and whose names she will never hear and who have never heard her name nor seen her face will read it and know at last why God let us lose the war: that only through the blood of our men and the tears of our women could He slay this demon and efface his name and lineage from the earth."
Faulkner,"Then almost immediately he decided that neither was this the reason why she had sent the note, and sending it, why to him, since if she had merely wanted it told, written, and even printed, she would not have needed to call in anybody—a woman who even in his (Quentin's) father's youth had already established herself as the town's and the county's poetess laureate by issuing to the stern and meager subscription list of the county newspaper poems, ode, eulogy, and epitaph, out of some bitter and implacable reserve of undefeat."
Faulkner,"It would be three hours yet before he would learn why she had sent for him because part of it, the first part of it, Quentin already knew."
Faulkner,It was a part of his twenty years' heritage of breathing the same ai?
Faulkner,"and hearing his father talk about the man Sutpen; a part of the town's—Jefferson's—eighty years' heritage of the same air which the man himself had breathed between this September afternoon in 1909 and that Sunday morning in June in 1833 when he first rode into town out of no discernible past and acquired his land no one knew how and built his house, his mansion, apparently out of nothing and married Ellen Coldfield and begot his two children—the son who widowed the daughter who had not yet been a bride—and so accomplished his allotted course to its violent (Miss Coldfield at least would have said, just) end."
Faulkner,Quentin had grown up with that; the mere names were interchangeable and almost myriad.
Faulkner,"His childhood was full of them; his very body was an empty hall echoing with sonorous defeated names; he was not a being, an entity, he was a commonwealth."
Orwell,"By degrees they were issuing the recruits with uniforms, and because this was Spain everything was issued piecemeal, so that it was never quite certain who had received what, and various of the things we most needed, such as belts and cartridge-boxes, were not issued till the last moment, when the train was actually waiting to take us to the front."
Orwell,"I have spoken of the militia 'uniform', which probably gives a wrong impression."
Orwell,It was not exactly a uniform.
Orwell,Perhaps a 'multiform' would be the proper name for it.
Orwell,"Everyone's clothes followed the same general plan, but they were never quite the same in any two cases."
Orwell,"Practically everyone in the army wore corduroy knee-breeches, but there the uniformity ended."
Orwell,"Some wore puttees, others corduroy gaiters, others leather leggings or high boots."
Orwell,"Everyone wore a zipper jacket, but some of the jackets were of leather, others of wool and of every conceivable colour."
Orwell,The kinds of cap were about as numerous as their wearers.
Orwell,"It was usual to adorn the front of your cap with a party badge, and in addition nearly every man wore a red or red and black handkerchief round his throat."
Orwell,A militia column at that time was an extraordinary-looking rabble.
Orwell,"But the clothes had to be issued as this or that factory rushed them out, and they were not bad clothes considering the circumstances."
Orwell,"The shirts and socks were wretched cotton things, however, quite useless against cold."
Orwell,I hate to think of what the militiamen must have gone through in the earlier months before anything was organized.
Orwell,"I remember coming upon a newspaper of only about two months earlier in which one of the P.O.U.M. leaders, after a visit to the front, said that he would try to see to it that 'every militiaman had a blanket'."
Orwell,A phrase to make you shudder if you have ever slept in a trench.
Orwell,"At one end of the big barn, on a sort of raised platform, Major was already ensconced on his bed of straw, under a lantern which hung from a beam."
Orwell,"He was twelve years old and had lately grown rather stout, but he was still a majestic-looking pig, with a wise and benevolent appearance in spite of the fact that his tushes had never been cut."
Orwell,Before long the other animals began to arrive and make themselves comfortable after their different fashions.
Orwell,"First came the three dogs, Bluebell, Jessie, and Pincher, and then the pigs, who settled down in the straw immediately in front of the platform."
Orwell,"The hens perched themselves on the window-sills, the pigeons fluttered up to the rafters, the sheep and cows lay down behind the pigs and began to chew the cud."
Orwell,"The two cart-horses, Boxer and Clover, came in together, walking very slowly and setting down their vast hairy hoofs with great care lest there should be some small animal concealed in the straw."
Orwell,"Clover was a stout motherly mare approaching middle life, who had never quite got her figure back after her fourth foal."
Orwell,"Boxer was an enormous beast, nearly eighteen hands high, and as strong as any two ordinary horses put together."
Orwell,"A white stripe down his nose gave him a somewhat stupid appearance, and in fact he was not of first-rate intelligence, but he was universally respected for his steadiness of character and tremendous powers of work."
Orwell,"After the horses came Muriel, the white goat, and Benjamin, the donkey."
Orwell,"Benjamin was the oldest animal on the farm, and the worst tempered."
Orwell,"He seldom talked, and when he did, it was usually to make some cynical remark--for instance, he would say that God had given him a tail to keep the flies off, but that he would sooner have had no tail and no flies."
Orwell,Alone among the animals on the farm he never laughed.
Orwell,"If asked why, he would say that he saw nothing to laugh at."
Orwell,"Nevertheless, without openly admitting it, he was devoted to Boxer; the two of them usually spent their Sundays together in the small paddock beyond the orchard, grazing side by side and never speaking."
Orwell," The shop was a narrow, cold sort of room."
Orwell,"On the outside of the window a few white letters, relics of ancient chocolate advertisements, were scattered like stars."
Orwell,"Inside there was a slab upon which lay the great white folds of tripe, and the grey flocculent stuff known as 'black tripe', and the ghostly translucent feet of pigs, ready boiled."
Orwell,"It was the ordinary 'tripe and pea' shop, and not much else was stocked except bread, cigarettes, and tinned stuff."
Orwell,"'Teas' were advertised in the window, but if a customer demanded a cup of tea he was usually put off with excuses."
Orwell,"Mr Brooker, though out of work for two years, was a miner by trade, but he and his wife had been keeping shops of various kinds as a side-line all their lives."
Orwell,"At one time they had had a pub, but they had lost their licence for allowing gambling on the premises."
Orwell,I doubt whether any of their businesses had ever paid; they were the kind of people who run a business chiefly in order to have something to grumble about.
Orwell,"Mr Brooker was a dark, small-boned, sour, Irish-looking man, and astonishingly dirty."
Orwell,I don't think I ever once saw his hands clean.
Orwell,"As Mrs Brooker was now an invalid he prepared most of the food, and like all people with permanently dirty hands he had a peculiarly intimate, lingering manner of handling things."
Orwell,If he gave you a slice of bread-and-butter there was always a black thumb-print on it.
Orwell,"Even in the early morning when he descended into the mysterious den behind Mrs Brooker's sofa and fished out the tripe, his hands were already black."
Orwell,I heard dreadful stories from the other lodgers about the place where the tripe was kept.
Orwell,Blackbeetles were said to swarm there.
Orwell,"I do not know how often fresh consignments of tripe were ordered, but it was at long intervals, for Mrs Brooker used to date events by it."
Orwell,"'Let me see now, I've had in three lots of froze (frozen tripe) since that happened,' etc."
Orwell,We lodgers were never given tripe to eat.
Orwell,At the time I imagined that this was because tripe was too expensive; I have since thought that it was merely because we knew too much about it.
Orwell,"The Brookers never ate tripe themselves, I noticed."
Orwell, For some reason the telescreen in the living-room was in an unusual position.
Orwell,"Instead of being placed, as was normal, in the end wall, where it could command the whole room, it was in the longer wall, opposite the window."
Orwell,"To one side of it there was a shallow alcove in which Winston was now sitting, and which, when the flats were built, had probably been intended to hold bookshelves."
Orwell,"By sitting in the alcove, and keeping well back, Winston was able to remain outside the range of the telescreen, so far as sight went."
Orwell,"He could be heard, of course, but so long as he stayed in his present position he could not be seen."
Orwell,It was partly the unusual geography of the room that had suggested to him the thing that he was now about to do.
Orwell, But it had also been suggested by the book that he had just taken out of the drawer.
Orwell,It was a peculiarly beautiful book.
Orwell,"Its smooth creamy paper, a little yellowed by age, was of a kind that had not been manufactured for at least forty years past."
Orwell,"He could guess, however, that the book was much older than that."
Orwell,He had seen it lying in the window of a frowsy little junk-shop in a slummy quarter of the town (just what quarter he did not now remember) and had been stricken immediately by an overwhelming desire to possess it.
Orwell,"Party members were supposed not to go into ordinary shops ('dealing on the free market', it was called), but the rule was not strictly kept, because there were various things, such as shoelaces and razor blades, which it was impossible to get hold of in any other way."
Orwell,He had given a quick glance up and down the street and then had slipped inside and bought the book for two dollars fifty.
Orwell,At the time he was not conscious of wanting it for any particular purpose.
Orwell,He had carried it guiltily home in his briefcase.
Orwell,"Even with nothing written in it, it was a compromising possession."
Kerouac,"Then came spring, the great time of traveling, and everybody in the scattered gang was getting ready to take one trip or another."
Kerouac,"I was busily at work on my novel and when I carne to the halfway mark, after a trip down South with my aunt to visit my brother Rocco, I got ready to travel West for the very first time."
Kerouac,Dean had already left.
Kerouac,Carlo and I saw him off at the 34th Street Greyhound station.
Kerouac,Upstairs they had a place where you could make pictures for a quarter.
Kerouac,Carlo took off his glasses and looked sinister.
Kerouac,Dean made a profile shot and looked coyly around.
Kerouac,I took a straight picture that made me look like a thirty-year-old Italian who’d kill anybody who said anything against his mother.
Kerouac,This picture Carlo and Dean neatly cut down the middle with a razor and saved a half each in their wallets.
Kerouac,Dean was wearing a real Western business suit for his big trip back to Denver; he’d finished his first fling in New York.
Kerouac,"I say fling, but he only worked like a dog in parking lots."
Kerouac,"The most fantastic parking-lot attendant in the world, he can back a car forty miles an hour into a tight squeeze and stop at the wall, jump out, race among fenders, leap into another car, circle it fifty miles an hour in a narrow space, back swiftly into tight spot, hump, snap the car with the emergency so that you see it bounce as he flies out; then clear to the ticket shack, sprinting like a track star, hand a ticket, leap into a newly arrived car before the owner’s half out, leap literally under him as he steps out, start the car with the door flapping, and roar off to the next available spot, arc, pop in, brake, out, run; working like that without pause eight hours a night, evening rush hours and after-theater rush hours, in greasy wino pants with a frayed fur-lined jacket and beat shoes that flap."
Kerouac,"Now he’d bought a new suit to go back in; blue with pencil stripes, vest and all - eleven dollars on Third Avenue, with a watch and watch chain, and a portable typewriter with which he was going to start writing in a Denver rooming house as soon as he got a job there."
Kerouac,"We had a farewell meal of franks and beans in a Seventh Avenue Riker’s, and then Dean got on the bus that said Chicago and roared off into the night."
Kerouac,There went our wrangler.
Kerouac,I promised myself to go the same way when spring really bloomed and opened up the land.
Kerouac,"In the month of July 1947, having saved about fifty dollars from old veteran benefits, I was ready to go to the West Coast."
Kerouac,"My friend Remi Boncœur had written me a letter from San Francisco, saying I should come and ship out with him on an around-the-world liner."
Kerouac,He swore he could get me into the engine room.
Kerouac,I wrote back and said I’d be satisfied with any old freighter so long as I could take a few long Pacific trips and come back with enough money to support myself in my aunt’s house while I finished my book.
Kerouac,He said he had a shack in Mill City and I would have all the time in the world to write there while we went through the rigmarole of getting the ship.
Kerouac,He was living with a girl called Lee Ann; he said she was a marvelous cook and everything would jump.
Kerouac,"Remi was an old prep-school friend, a Frenchman brought up in Paris and a really mad guy - I didn’t know how mad at this time."
Kerouac,So he expected me to arrive in ten days.
Kerouac,"My aunt was all in accord with my trip to the West; she said it would do me good, I’d been working so hard all winter and staying in too much; she even didn’t complain when I told her I’d have to hitchhike some."
Kerouac,All she wanted was for me to come back in one piece.
Kerouac,"So, leaving my big half-manuscript sitting on top of my desk, and folding back my comfortable home sheets for the last time one morning, I left with my canvas bag in which a few fundamental things were packed and took off for the Pacific Ocean with the fifty dollars in my pocket."
Kerouac,"I jumped over the side and ran across Highway 101 to the store, and bought, besides wine, a little bread and candy."
Kerouac,I ran back to my freight train which had another fifteen minutes to wait in the now warm sunny scene.
Kerouac,But it was late afternoon and bound to get cold soon.
Kerouac,The little bum was sitting cross-legged at his end before a pitiful repast of one can of sardines.
Kerouac,"I took pity on him and went over and said, ""How about a little wine to warm you up?"
Kerouac,"Maybe you'd like some bread and cheese with your sardines."" ""Sure thing."" He spoke from far away inside a little meek voice-box afraid or unwilling to assert himself."
Kerouac,I'd bought the cheese three days ago in Mexico City before the long cheap bus trip across Zacatecas and Durango and Chihuahua two thousand long miles to the border at El Paso.
Kerouac,He ate the cheese and bread and drank the wine with gusto and gratitude.
Kerouac,I was pleased.
Kerouac,"I reminded myself of the line in the Diamond Sutra that says, ""Practice charity without holding in mind any conceptions about charity, for charity after all is just a word."" I was very devout in those days and was practicing my religious devotions almost to perfection."
Kerouac,Since then I've become a little hypocritical about my lip-service and a little tired and cynical.
Kerouac,Because now I am grown so old and neutral.
Kerouac,"But then I really believed in the reality of charity and kindness and humility and zeal and neutral tranquillity and wisdom and ecstasy, and I believed that I was an old time bhikku in modern clothes wandering the world (usually the immense triangular arc of New York to Mexico City to San Francisco) in order to turn the wheel of the True Meaning, or Dharma, and gain merit for myself as a future Buddha (Awakener) and as a future Hero in Paradise."
Kerouac,"I had not met Japhy Ryder yet, I was about to the next week, or heard anything about ""Dharma Bums"" although at this time I was a perfect Dharma Bum myself and considered myself a religious wanderer."
Kerouac,"The little bum in the gondola solidified all my beliefs by warming up to the wine and talking and finally whipping out a tiny slip of paper which contained a prayer by Saint Teresa announcing that after her death she will return to the earth by showering it with roses from heaven, forever, for all living creatures."
Kerouac,"And I look around the dismal cell, there’s my hopeful rucksack all neatly packed with everything necessary to live in the woods, even unto the minutest first aid kit and diet details and even a neat little sewing kit cleverly reinforced by my good mother (like extra safety pins, buttons, special sewing needles, little aluminum scissors)… The hopeful medal of St Christopher even which she’d sewn on the flap… The survival kit all in there down to the last little survival sweater and handkerchief and tennis sneakers (for hiking) — But the rucksack sits hopefully in a strewn mess of bottles all empty, empty poor boys of white port, butts, junk, horror… “One fast move or I’m gone, “ I realize, gone the way of the last three years of drunken hopelessness which is a physical and spiritual and metaphysical hopelessness you cant learn in school no matter how many books on existentialism or pessimism you read, or how many jugs of vision producing Ayahuasca you drink, or Mescaline take, or Peyote goop up with — That feeling when you wake up with the delirium tremens with the fear of eerie death dripping from your ears like those special heavy cobwebs spiders weave in the hot countries, the feeling of being a bent back mudman monster groaning underground in hot steaming mud pulling a long hot burden nowhere, the feeling of standing ankledeep in hot boiled pork blood, ugh, of being up to your waist in a giant pan of greasy brown dishwater not a trace of suds left in it… The face of yourself you see in the mirror with its expression of unbearable anguish so haggard and awful with sorrow you cant even cry for a thing so ugly, so lost, no connection whatever with early perfection and therefore nothing to connect with tears or anything: it’s like William Seward Burroughs” “Stranger” suddenly appearing in your place in the mirror — Enough! “One fast move or I’m gone” so I jump up, do my headstand first to pump blood back into the hairy brain, take a shower in the hall, new T-shirt and socks and underwear, pack vigorously, hoist the rucksack and run out throwing the key on the desk and hit the cold street and walk fast to the nearest little grocery store to buy two days of food, stick it in the rucksack, hike thru lost alleys of Russian sorrow where bums sit head on knees in foggy doorways in the goopy eerie city night I’ve got to escape or die, and into the bus station In a half hour into a bus seat, the bus says “Monterey” and off we go down the clean neon hiway and I sleep all the way, waking up amazed and well again smelling sea air the bus driver shaking me “End of the line, Monterey."
Kerouac,"“ — And by God it is Monterey, I stand sleepy in the 2 A.M."
Kerouac,seeing vague little fishing masts across the street from the bus driveway.
Kerouac,Now all I’ve got to do to complete my escape is get 14 miles down the coast to the Raton Canyon bridge and hike in.